id,time,user,msg
0,14:50:29,ligoligo12,p1+
654,15:01:24,thanapatodyssey,P1+: Fighting!
661,15:01:31,salene96,P1+: Fighting!
662,15:01:32,mrforzechy,- P1+
668,15:01:38,moszamos098,-p2: Fighting!
671,15:01:41,cauliflovver,P1+: Fighting!
672,15:01:42,salene96,P2-: NOOB
675,15:01:45,seazagamer,P1+: Fighting!
679,15:01:49,junkzx110,Fighting!
683,15:01:53,mrforzechy,P1+
685,15:01:56,moszamos098,P2+: Fighting!
692,15:02:02,cauliflovver,P2-: Loser
693,15:02:03,seazagamer,P2-: NOOB
693,15:02:04,elenightth,P2+: Fighting!
697,15:02:07,mrforzechy,P1+ Let's go
707,15:02:17,pushmi_pullyu,P1-: Loser
710,15:02:20,moszamos098,P1-: Loser
714,15:02:25,ligoligo12,p1+: go go
715,15:02:25,cauliflovver,P2-: Just give up P2
715,15:02:25,mrforzechy,P1
716,15:02:27,salene96,P2+: GOGO
717,15:02:28,seazagamer,P1+: Superb Fighting
719,15:02:30,moszamos098,P2+: Fighting!
729,15:02:39,junkzx110,P1+: Kill him !
729,15:02:40,mrforzechy,P1+:let's gooooooooo
733,15:02:44,tonguip2020,P1+: go!
734,15:02:44,pushmi_pullyu,P2+: My god you suck at this game
734,15:02:44,moszamos098,P1-: Loser
734,15:02:45,cauliflovver,P1+: have a nice day
735,15:02:45,salene96,P1-: LOSER
735,15:02:46,thanapatodyssey,P1+: keep going
740,15:02:51,seazagamer,P1+: keep doing
743,15:02:53,cauliflovver,P2-:dog
746,15:02:57,kipsoo6,P1+: kill him
750,15:03:00,elenightth,P2+: Loser!
754,15:03:04,mrforzechy,P1+: is number one!
756,15:03:06,seazagamer,P1+: Brilliant
757,15:03:08,kipsoo6,P1+: fighting
761,15:03:12,cauliflovver,P2-: give up
765,15:03:15,seazagamer,P1+: Extreme Combo
765,15:03:16,salene96,P2+: LET'S GO BRUH
766,15:03:16,thanapatodyssey,P1+: fighting
769,15:03:19,cauliflovver,P2-: BOBO
770,15:03:21,tonguip2020,P2-:boo
772,15:03:23,kipsoo6,P1+: great
773,15:03:23,moszamos098,P1-: Loser
775,15:03:25,mrforzechy,P2- : YOU SUCK!
776,15:03:26,seazagamer,P1+: Good
782,15:03:32,cauliflovver,P1+: lnw
782,15:03:33,thanapatodyssey,P1+: glhf
783,15:03:33,moszamos098,P2: Fighting!
783,15:03:34,kipsoo6,P1-: bobo
783,15:03:34,pushmi_pullyu,P1-: just give up already
791,15:03:42,moszamos098,P2+ Fighting!
796,15:03:47,elenightth,P2+: Fighting!
800,15:03:51,cauliflovver,P1+: Go Go
801,15:03:52,moszamos098,P2+: Fighthing!
807,15:03:58,mrforzechy,P1+ : you are the last one complete the mission
809,15:04:00,seazagamer,P1+: Huge Power
815,15:04:06,kipsoo6,P1+: top form
819,15:04:09,seazagamer,P1+: Stand up
821,15:04:12,junkzx110,P1+: Fight
822,15:04:12,kipsoo6,P2-: Noob
826,15:04:17,cauliflovver,P2-: D O G
830,15:04:20,elenightth,P2+: Go
836,15:04:27,seazagamer,P1+: Go
837,15:04:27,mrforzechy,P2- : You are men this world is not the same
1158,15:09:49,elenightth,P2+: Fighting!
1163,15:09:54,salene96,P2+: Fight that Girl
1164,15:09:54,kipsoo6,P2+: Fighthing!
1167,15:09:57,mrforzechy,P1+: Kill him
1172,15:10:02,thanapatodyssey,P1+: you can do it
1173,15:10:04,moszamos098,P2+: Don't give up, keep fighting
1174,15:10:04,salene96,P2+: Let's goooooo
1176,15:10:07,elenightth,P2+: G
1178,15:10:09,mrforzechy,P1+ : the best
1181,15:10:11,kipsoo6,P1-: Loser
1183,15:10:14,seazagamer,P1+: Kick
1188,15:10:19,pushmi_pullyu,P2+ : +++
1189,15:10:20,cauliflovver,P1+: go go power ranger
1190,15:10:21,elenightth,P2+: gl
1190,15:10:21,salene96,P1-: just let it be, just lay down
1193,15:10:24,moszamos098,P2+: fight
1202,15:10:33,cauliflovver,P1+: go go power ranger2
1205,15:10:36,thanapatodyssey,P2-: noob
1206,15:10:36,mrforzechy,P1+:Take him down
1211,15:10:42,moszamos098,P2+: Do it
1217,15:10:48,mrforzechy,P2-:suck
1219,15:10:49,cauliflovver,P2-: dam
1221,15:10:52,thanapatodyssey,P1+: fighting
1225,15:10:56,moszamos098,P2+: fight
1231,15:11:02,mrforzechy,P1+:GODSPEED!
1233,15:11:04,elenightth,P2+: n
1234,15:11:05,thanapatodyssey,P2-: ez
1235,15:11:06,cauliflovver,P2-: clamdow
1238,15:11:09,moszamos098,P1-: Dog
1240,15:11:11,salene96,P2+: Your material arts are so beautiful
1245,15:11:16,pushmi_pullyu,P1- : you re just bad at this game
1247,15:11:18,mrforzechy,P1+:SPIN!
1252,15:11:23,elenightth,P2+: gj
1253,15:11:24,salene96,P1-: What the heck are you doing?
1257,15:11:28,cauliflovver,P2-: get down
1260,15:11:31,moszamos098,P1-: Lose
1260,15:11:31,kipsoo6,P2+: Fighting!
1262,15:11:33,thanapatodyssey,P1+: donate 1000$
1265,15:11:36,pushmi_pullyu,P1- :  you suck
1270,15:11:41,mrforzechy,P1+:kick him
1272,15:11:43,cauliflovver,P1+: get my money
1276,15:11:47,moszamos098,P1-: DOWN
1280,15:11:51,mrforzechy,P2-:DEAD!
1287,15:11:58,thanapatodyssey,P2-: paper
1289,15:12:00,kipsoo6,P1-: Loser
1291,15:12:02,mrforzechy,P1+:COMBO WOMBO
1293,15:12:04,moszamos098,P1-: Noob
1296,15:12:07,pushmi_pullyu,P1- : what are you doing
1299,15:12:10,cauliflovver,P1+: go go power ranger
1303,15:12:14,mrforzechy,P1+: FIGHT!
1304,15:12:15,salene96,P2+: You have god hands
1304,15:12:15,moszamos098,P2+: good
1304,15:12:15,thanapatodyssey,P1+: don't give up
1307,15:12:18,cauliflovver,P1+: YOU CAN DO IT
1308,15:12:19,kipsoo6,P2-: Loser
1314,15:12:25,pushmi_pullyu,P1- : just give up already
1314,15:12:25,salene96,P1-: Stop pretending just lose
1317,15:12:28,mrforzechy,P1+:let's do it!
1319,15:12:30,moszamos098,P1-: fucking
1319,15:12:30,cauliflovver,P1+: gum ba re
1321,15:12:32,kipsoo6,P1+: Fighting!
1325,15:12:36,mrforzechy,P1+:WIN
1326,15:12:37,moszamos098,P2+: fight
1327,15:12:38,kipsoo6,P2+: Fighting!
1337,15:12:48,kipsoo6,P1+: Fighting!
1353,15:13:04,moszamos098,P1-: Fucking
1356,15:13:07,elenightth,P2+: Fighting!
1358,15:13:09,salene96,P2+: Let's gooooo
1360,15:13:11,thanapatodyssey,P1+: nice try
1362,15:13:13,moszamos098,P1-: noob
1364,15:13:15,pushmi_pullyu,P1- :  stop trying
1365,15:13:16,cauliflovver,P1+: Go
1367,15:13:18,kipsoo6,P1+: Fighting!
1369,15:13:20,mrforzechy,P1+: NICE
1371,15:13:22,cauliflovver,P1+: lnw
1373,15:13:24,moszamos098,P2+: you god
1379,15:13:30,mrforzechy,P2-:NEWBIE
1382,15:13:33,salene96,P2+: Just do it
1382,15:13:33,cauliflovver,P1+: can do
1382,15:13:33,moszamos098,P1-: Fucking
1386,15:13:37,thanapatodyssey,P2-: fighting!
1387,15:13:38,elenightth,P2+: Fight
1388,15:13:39,salene96,P1-: just lay down la
1389,15:13:40,moszamos098,P1-: noob
1390,15:13:41,mrforzechy,P1+:KOBE
