id,time,user,msg
124,16:41:27,toodthaiindy,1+ gg
125,16:41:28,mrforzechy,2 good
125,16:41:29,benzandeye,1-
126,16:41:30,tsunji_b3,2 stop moving
128,16:41:32,tsunji_b3,2 troll
129,16:41:33,toodthaiindy,1+ nice
129,16:41:33,salene96,1 goo let's goo
132,16:41:36,pankornza,1 go fighting za
133,16:41:36,salene96,1 knock that newb
134,16:41:37,tsunji_b3,1 ki blast
135,16:41:39,junkzx110,1+ lick him
135,16:41:39,pankornza,go 1
135,16:41:39,toodthaiindy,2- slow
137,16:41:41,pankornza,1 gp
137,16:41:41,toodthaiindy,2-
138,16:41:42,pankornza,go
138,16:41:42,deathtinyz123,2 china No.1
139,16:41:43,tsunji_b3,1 Kamehameha
140,16:41:44,toodthaiindy,2- ---
143,16:41:47,toodthaiindy,2- -----
144,16:41:47,tsunji_b3,1 big bang attack
147,16:41:51,toodthaiindy,2- die
148,16:41:52,cauliflovver,1 som.karnsuksa
151,16:41:55,toodthaiindy,2- vbvb
151,16:41:55,tsunji_b3,1 big bang kamehameha
155,16:41:59,deathtinyz123,1 chidori
155,16:41:59,jookok2011,FootBall FootBall
155,16:41:59,pankornza,1
163,16:42:07,toodthaiindy,2- dont move
168,16:42:12,benzandeye,1- minus
170,16:42:14,tsunji_b3,1 Spirit ball
170,16:42:14,cauliflovver,1 line : som.karnsuksa
170,16:42:14,pankornza,1++
170,16:42:14,tsunji_b3,2 nubshit
170,16:42:14,toodthaiindy,2- kill your self
170,16:42:14,salene96,2 stop moving la
170,16:42:14,junkzx110,1+ kum
171,16:42:15,cauliflovver,2 line : som.karnsuksa
173,16:42:17,tsunji_b3,2 weebo
176,16:42:20,toodthaiindy,1+
177,16:42:21,toodthaiindy,1+ +++
178,16:42:22,cauliflovver,1 nhentai
181,16:42:25,benzandeye,like u 2
181,16:42:25,tsunji_b3,2 weirdo
184,16:42:28,junkzx110,1+ gogo mtfk
186,16:42:30,tsunji_b3,1 rule34
186,16:42:30,toodthaiindy,1+ fighting
187,16:42:31,cauliflovver,1 facebook
191,16:42:35,toodthaiindy,1+ test
191,16:42:35,deathtinyz123,1 ahegao
195,16:42:39,tsunji_b3,1 dodge
195,16:42:39,cauliflovver,1 youtube
195,16:42:39,toodthaiindy,2-
197,16:42:41,toodthaiindy,2- ---
197,16:42:41,tsunji_b3,1 low block
198,16:42:42,toodthaiindy,2-
198,16:42:42,tsunji_b3,1 medium kick
202,16:42:46,cauliflovver,1 salen
202,16:42:46,toodthaiindy,2- plzx
202,16:42:47,deathtinyz123,1 Nani!
202,16:42:47,benzandeye,1++++++++++++++++
203,16:42:47,jookok2011,1+: loik
204,16:42:48,tsunji_b3,2 jump fail
207,16:42:51,cauliflovver,1 dhong
207,16:42:51,toodthaiindy,2- sleep
210,16:42:54,tsunji_b3,2 got baited
211,16:42:55,benzandeye,2----
211,16:42:55,pankornza,1
212,16:42:56,cauliflovver,1 p toey
212,16:42:56,pankornza,1+
212,16:42:56,toodthaiindy,2- asdfjkl;
215,16:42:59,toodthaiindy,2-
216,16:43:00,benzandeye,2+
221,16:43:05,tsunji_b3,2 low skill
221,16:43:05,pankornza,1+ yo
221,16:43:05,benzandeye,2++
222,16:43:06,toodthaiindy,2- -----
222,16:43:06,toodthaiindy,1+
222,16:43:06,pankornza,1 yo yo
222,16:43:06,cauliflovver,1 love ๆ
222,16:43:06,pankornza,1+
222,16:43:06,tsunji_b3,2 no skill
223,16:43:07,toodthaiindy,1+ =+=+
224,16:43:08,deathtinyz123,1 mudamudamudamudamuda
226,16:43:10,pankornza,2-
226,16:43:11,pankornza,1++
228,16:43:13,cauliflovver,1 สู้ ๆ
229,16:43:13,junkzx110,1 สู้ ๆ นะ
229,16:43:13,pankornza,1+mak
229,16:43:13,toodthaiindy,1+ ono
232,16:43:16,cauliflovver,2 สู้ตาย
233,16:43:17,mrforzechy,2 punch
234,16:43:18,benzandeye,2 fightingggggg
234,16:43:18,tsunji_b3,1 Kamikaze attack
234,16:43:18,toodthaiindy,1+ ok na ka
236,16:43:20,pankornza,1+ di
238,16:43:23,junkzx110,1+ วู้ว
239,16:43:23,tsunji_b3,1 Masenko
241,16:43:25,cauliflovver,1 ชูสามนิ้ว
241,16:43:25,toodthaiindy,1+ test
241,16:43:25,pankornza,2- die pai
242,16:43:27,pankornza,1+
242,16:43:27,cauliflovver,1 |||
243,16:43:27,benzandeye,2+
247,16:43:32,pankornza,2-
247,16:43:32,toodthaiindy,1+ eiei
247,16:43:32,pankornza,1+ yo
248,16:43:32,tsunji_b3,2 ตุย
248,16:43:32,pankornza,yo
248,16:43:32,benzandeye,2++
253,16:43:37,benzandeye,please
277,16:44:01,tsunji_b3,1 ท่านสมาชิก
278,16:44:02,toodthaiindy,1+ gogogogog
280,16:44:04,benzandeye,su man 2
281,16:44:05,cauliflovver,1
282,16:44:06,junkzx110,1 ชมรม
284,16:44:08,cauliflovver,1 no
287,16:44:11,toodthaiindy,1+ what ?
288,16:44:13,tsunji_b3,1 โดดเตะ
288,16:44:13,cauliflovver,1 come
289,16:44:13,deathtinyz123,1 MercyWing1 GlitchCat MercyWing2
293,16:44:17,pankornza,1+
293,16:44:17,salene96,1 gogo newb
293,16:44:17,toodthaiindy,2-
293,16:44:17,toodthaiindy,2- die
293,16:44:18,toodthaiindy,2-
293,16:44:18,tsunji_b3,1 โหดสัสรัสเซีัย
294,16:44:18,cauliflovver,2 k
295,16:44:19,toodthaiindy,2- ---
295,16:44:20,pankornza,1+2=3 yo
295,16:44:20,cauliflovver,2 ki
296,16:44:21,junkzx110,1 GO
296,16:44:21,pankornza,1+
297,16:44:22,cauliflovver,2 kin
299,16:44:24,pankornza,+1
300,16:44:25,toodthaiindy,2- ng
302,16:44:27,pankornza,2-
302,16:44:27,tsunji_b3,1 ไนจีเรีย บรูไน
302,16:44:27,cauliflovver,2 king
302,16:44:27,benzandeye,su kaow
302,16:44:27,junkzx110,1+ GoOGOOG
309,16:44:34,pankornza,1+
431,16:46:36,toodthaiindy,2- bobo
432,16:46:38,pankornza,1+absolute
433,16:46:39,cauliflovver,212
433,16:46:39,tsunji_b3,1 florida guy
433,16:46:39,junkzx110,1 ว๊าว
435,16:46:40,cauliflovver,224
435,16:46:40,pankornza,1+
435,16:46:40,benzandeye,2-
435,16:46:40,salene96,2 newb
435,16:46:40,cauliflovver,236
435,16:46:40,pankornza,1 plus
435,16:46:40,junkzx110,1+ ว๊าวว
435,16:46:40,toodthaiindy,2- idjsfi
435,16:46:40,benzandeye,2+
435,16:46:40,cauliflovver,248
435,16:46:40,toodthaiindy,2- ------
435,16:46:40,cauliflovver,2510
435,16:46:40,tsunji_b3,2 nub
435,16:46:40,benzandeye,2++
435,16:46:40,toodthaiindy,2- ---------
435,16:46:40,cauliflovver,2612
435,16:46:40,mrforzechy,2 ++
435,16:46:40,cauliflovver,2714
435,16:46:40,benzandeye,2+++
435,16:46:40,tsunji_b3,2 dogshit
435,16:46:40,toodthaiindy,1+
435,16:46:40,cauliflovver,2816
435,16:46:40,pankornza,1+++++++++++++++++++
436,16:46:41,toodthaiindy,1+ ++++
436,16:46:41,cauliflovver,2918
436,16:46:41,tsunji_b3,2 smd
436,16:46:41,pankornza,1+......
437,16:46:42,mrforzechy,2 Kick him
437,16:46:42,cauliflovver,21020
437,16:46:42,benzandeye,1--
437,16:46:42,deathtinyz123,1 sleep with me free breakfast
437,16:46:42,benzandeye,1
437,16:46:42,toodthaiindy,1+ gigi
437,16:46:42,benzandeye,1-
437,16:46:42,junkzx110,1+ Yeh
440,16:46:46,cauliflovver,21122
440,16:46:46,toodthaiindy,1+ alskdjf
440,16:46:46,benzandeye,2++
440,16:46:46,cauliflovver,21224
440,16:46:46,pankornza,1+.....+x*y
440,16:46:46,toodthaiindy,1+ test
441,16:46:47,mrforzechy,2 Spin!
441,16:46:47,pankornza,1+
441,16:46:47,tsunji_b3,1 kick his ass
441,16:46:47,benzandeye,2+1000000000000
441,16:46:47,toodthaiindy,1+ ][][]o
441,16:46:47,cauliflovver,111
441,16:46:47,cauliflovver,101100001
441,16:46:47,mrforzechy,1--
441,16:46:47,junkzx110,1+ AWDWDASD
441,16:46:47,toodthaiindy,1+ can do this
441,16:46:47,tsunji_b3,1 ลำแสงปีศาจ
441,16:46:47,cauliflovver,1000110110
442,16:46:47,toodthaiindy,1+ hahah
442,16:46:48,deathtinyz123,1 just do it
442,16:46:48,cauliflovver,100101100011110
442,16:46:48,cauliflovver,1010111001011
444,16:46:49,toodthaiindy,1+ hahaha
444,16:46:49,pankornza,2-
444,16:46:49,toodthaiindy,1+
444,16:46:49,benzandeye,1 lose
444,16:46:49,pankornza,2--
444,16:46:49,toodthaiindy,1+ ++
444,16:46:49,tsunji_b3,1 หมัดเจ้าพิภพ
444,16:46:49,toodthaiindy,1+ osfdjg
444,16:46:50,pankornza,2-
444,16:46:50,cauliflovver,10001011111111111110000000101
444,16:46:50,toodthaiindy,1+ ++++
444,16:46:50,toodthaiindy,1+ sdjnfge
444,16:46:50,tsunji_b3,2 stop
444,16:46:50,junkzx110,1 OHOHOHOHOHHOOHO
444,16:46:50,toodthaiindy,1+ +++
444,16:46:50,salene96,2 get knocked mtfk
444,16:46:50,benzandeye,1 don't fight
444,16:46:50,toodthaiindy,1+ iadjhfioe
445,16:46:50,cauliflovver,101001010
445,16:46:50,pankornza,2-5*10000000000
445,16:46:50,tsunji_b3,2 just sop
445,16:46:50,junkzx110,1++++
445,16:46:50,toodthaiindy,1+ fjqa
445,16:46:50,deathtinyz123,2 AFK
446,16:46:51,pankornza,2
446,16:46:51,toodthaiindy,1+ ojwoejg
446,16:46:51,junkzx110,1 Yehawha
446,16:46:51,tsunji_b3,2 mercy pls bro
447,16:46:52,cauliflovver,100011001110000
447,16:46:52,toodthaiindy,1+ ojoej
447,16:46:52,pankornza,2--
447,16:46:52,toodthaiindy,1+ o0ewtjqp
447,16:46:52,tsunji_b3,1 arai wa
447,16:46:52,pankornza,2-
447,16:46:52,toodthaiindy,2- ---
447,16:46:52,junkzx110,1 gogooggoogeogogoeo
447,16:46:52,cauliflovver,1 cum
449,16:46:54,toodthaiindy,2- osldj
449,16:46:54,jookok2011,KAPOW KAPOW KAPOW KAPOW
449,16:46:54,tsunji_b3,1 tum arai
449,16:46:54,junkzx110,1 go
449,16:46:54,toodthaiindy,2- dno
449,16:46:54,junkzx110,1 gogo
449,16:46:54,tsunji_b3,1 mai kao jai
449,16:46:55,toodthaiindy,2- und
449,16:46:55,cauliflovver,1 {}
449,16:46:55,deathtinyz123,1 gomu gomu no!
449,16:46:55,junkzx110,1 gogogo
449,16:46:55,junkzx110,1 gogogogo
449,16:46:55,toodthaiindy,2- unp
449,16:46:55,cauliflovver,1printf
449,16:46:55,junkzx110,1 gogogogogogo
449,16:46:55,jookok2011,SSSsss SSSsss SSSsss SSSsss SSSsss SSSsss
449,16:46:55,tsunji_b3,2 mung die na
449,16:46:55,mrforzechy,2 go
450,16:46:55,toodthaiindy,2- ksdfjoe
450,16:46:55,junkzx110,1 gogogogogogogog
450,16:46:55,cauliflovver,1scanf
450,16:46:55,tsunji_b3,2 gu ja cry
450,16:46:55,toodthaiindy,2- jaj
450,16:46:55,toodthaiindy,2- wkwkwkwkwkwk
450,16:46:55,junkzx110,1+ go
450,16:46:55,tsunji_b3,1 mai wai laew
450,16:46:55,cauliflovver,1for loop
450,16:46:56,junkzx110,1+ gogo
450,16:46:56,toodthaiindy,2- 55555
450,16:46:56,junkzx110,1+ gogogo
450,16:46:56,toodthaiindy,2- asjdkfl;
450,16:46:56,tsunji_b3,1 hai gu len mai
450,16:46:56,cauliflovver,2 while true
450,16:46:56,junkzx110,1+ gogogogo
457,16:47:02,toodthaiindy,2- jsfowjedfo
457,16:47:03,mrforzechy,1-
457,16:47:03,junkzx110,1+ gogogogogogo
457,16:47:03,toodthaiindy,2- hai
457,16:47:03,cauliflovver,1 love 2
457,16:47:03,toodthaiindy,2- idid
457,16:47:03,tsunji_b3,1 mung non mai
458,16:47:03,toodthaiindy,2- do
458,16:47:03,junkzx110,2- str -1000
458,16:47:03,toodthaiindy,1+ jdiksj
458,16:47:03,toodthaiindy,1+ twa
458,16:47:04,tsunji_b3,2 mung go hod pai
458,16:47:04,cauliflovver,123 4 5 ilove u
458,16:47:04,pankornza,2 GlitchLit GlitchLit
458,16:47:04,toodthaiindy,1+ nana
458,16:47:04,junkzx110,1+ str +2000
459,16:47:04,toodthaiindy,1+ jdsijf
459,16:47:04,toodthaiindy,1+ +++
459,16:47:04,tsunji_b3,2 hai gu win na
459,16:47:04,toodthaiindy,1+ ++++++
459,16:47:04,cauliflovver,2*2
459,16:47:04,toodthaiindy,1+ ofjoew
459,16:47:05,tsunji_b3,2 gu kor
459,16:47:05,cauliflovver,2-2
459,16:47:05,cauliflovver,2+2
459,16:47:05,toodthaiindy,2- lose
459,16:47:05,deathtinyz123,1  slap
459,16:47:05,pankornza,-2
459,16:47:05,tsunji_b3,1 mang nub
459,16:47:05,toodthaiindy,2- loser
460,16:47:05,pankornza,-2-
460,16:47:05,cauliflovver,1 เดี๋ยวดีบัพสองให้
460,16:47:05,pankornza,-2
460,16:47:05,toodthaiindy,2- ksjdfl
460,16:47:05,tsunji_b3,1 gu ja len aeng laew
460,16:47:05,jookok2011,665544
460,16:47:05,toodthaiindy,2- go away
460,16:47:06,toodthaiindy,2- ksdjflkas
460,16:47:06,cauliflovver,22
460,16:47:06,cauliflovver,21
460,16:47:06,cauliflovver,23
460,16:47:06,toodthaiindy,2- jiowsjfe
460,16:47:06,tsunji_b3,2 yud na
460,16:47:06,cauliflovver,242
460,16:47:06,toodthaiindy,2- ----
460,16:47:06,cauliflovver,25
461,16:47:06,toodthaiindy,2- ajfo
461,16:47:06,tsunji_b3,2 yameroooo
461,16:47:06,cauliflovver,236
461,16:47:06,jookok2011,BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump BibleThump
461,16:47:06,toodthaiindy,2- qiwreop
461,16:47:06,cauliflovver,25
461,16:47:06,toodthaiindy,2- sdopfjo
461,16:47:07,cauliflovver,25848
461,16:47:07,deathtinyz123,1 buy ak47
461,16:47:07,toodthaiindy,2- aolsdfjo
461,16:47:07,cauliflovver,2185
461,16:47:07,toodthaiindy,2- osjdfo
461,16:47:07,benzandeye,2 2 hit
461,16:47:07,tsunji_b3,2 die la
461,16:47:07,cauliflovver,2314
461,16:47:07,toodthaiindy,2- ajsdogfj
461,16:47:07,cauliflovver,2ฟกๆกฟ
462,16:47:07,toodthaiindy,2- jdosfjq
462,16:47:07,junkzx110,1+ WOW
462,16:47:07,cauliflovver,2กฟก2
462,16:47:07,tsunji_b3,1 sud pung
462,16:47:07,toodthaiindy,2- fjow
462,16:47:07,toodthaiindy,2- sjdofje
462,16:47:07,cauliflovver,2ผปแผแ2
462,16:47:08,toodthaiindy,2- jsdofj
462,16:47:08,cauliflovver,2ฟหกเ
462,16:47:08,toodthaiindy,2- jdfowp
462,16:47:08,cauliflovver,2ไๆพ/ๅำ
462,16:47:08,benzandeye,p2 500hit
463,16:47:08,toodthaiindy,2- jfowej
463,16:47:09,cauliflovver,2่ถุัเำ
464,16:47:10,tsunji_b3,2 mai wai la
464,16:47:10,cauliflovver,2ปผแ
465,16:47:10,toodthaiindy,2- jpfawse[tujjg
469,16:47:15,cauliflovver,2กไพๆ/
470,16:47:15,toodthaiindy,2- jsdgpwujeg
470,16:47:15,jookok2011,riPepperonis riPepperonis riPepperonis riPepperonis ArgieB8 ArgieB8 ArgieB8 ArgieB8 ArgieB8 ArgieB8 ArgieB8 ArgieB8 ArgieB8 HeyGuys HeyGuys HeyGuys riPepperonis riPepperonis riPepperonis riPepperonis riPepperonis
470,16:47:15,cauliflovver,1ๅๅ-/ๅ
470,16:47:15,toodthaiindy,2- jpwsjeg;w
470,16:47:16,tsunji_b3,2 drop la
473,16:47:19,cauliflovver,1/ดะ
473,16:47:19,toodthaiindy,2- jasdogjwg
473,16:47:19,toodthaiindy,2- jsfgpwk[
