id,time,dominance,pos,pos1,pos2,neg,neg1,neg2,f_p1,f_p2,hp1,hp2
0,17:16:59,-1,4,0,4,4,4,0,1,-1,0,-436
1,17:17:00,-1,3,0,3,4,4,0,1,-1,0,-436
2,17:17:01,-1,4,0,4,4,4,0,1,-1,0,-436
3,17:17:02,-1,4,0,4,3,3,0,1,-1,0,-436
4,17:17:03,-1,4,0,4,4,4,0,1,-1,0,-436
5,17:17:04,-1,3,0,3,4,4,0,1,-1,0,-436
6,17:17:05,-1,4,0,4,4,4,0,1,-1,0,-436
7,17:17:06,-1,4,0,4,3,3,0,1,-1,0,-436
8,17:17:07,-1,4,0,4,3,3,0,1,-1,0,-436
9,17:17:08,-1,3,0,3,4,4,0,1,-1,0,-436
10,17:17:09,-1,3,0,3,4,4,0,1,-1,0,-436
11,17:17:10,-1,4,0,4,3,3,0,1,-1,0,-436
12,17:17:11,-1,4,0,4,3,3,0,1,-1,0,-436
13,17:17:12,-1,3,0,3,4,4,0,1,-1,0,-436
14,17:17:13,-1,3,0,3,4,4,0,1,-1,0,-436
15,17:17:14,-1,4,0,4,3,3,0,1,-1,0,-436
16,17:17:15,-1,4,0,4,3,3,0,1,-1,0,-436
17,17:17:16,-1,3,0,3,3,3,0,1,-1,0,-436
18,17:17:17,-1,3,0,3,4,4,0,1,-1,0,-436
19,17:17:18,-1,3,0,3,3,3,0,1,-1,0,-436
20,17:17:19,-1,4,0,4,3,3,0,1,-1,0,-436
21,17:17:20,-1,3,0,3,3,3,0,1,-1,0,-436
22,17:17:21,-1,3,0,3,4,4,0,1,-1,0,-436
23,17:17:22,-1,3,0,3,4,4,0,1,-1,0,-436
24,17:17:23,-1,4,0,4,3,3,0,1,-1,0,-436
25,17:17:24,-1,4,0,4,3,3,0,1,-1,0,-436
26,17:17:25,-1,3,0,3,3,3,0,1,-1,0,-436
27,17:17:26,-1,3,0,3,4,4,0,1,-1,0,-436
28,17:17:27,-1,3,0,3,3,3,0,1,-1,0,-436
29,17:17:28,-1,4,0,4,3,3,0,1,-1,0,-436
30,17:17:29,-1,3,0,3,3,3,0,1,-1,0,-436
31,17:17:30,-1,3,0,3,4,4,0,1,-1,0,-436
32,17:17:31,-1,3,0,3,4,4,0,1,-1,0,-436
33,17:17:32,-1,4,0,4,3,3,0,1,-1,0,-436
34,17:17:33,-1,4,0,4,3,3,0,1,-1,0,-436
35,17:17:34,-1,3,0,3,4,4,0,1,-1,0,-436
36,17:17:35,-1,3,0,3,4,4,0,1,-1,0,-436
37,17:17:36,-1,3,0,3,3,3,0,1,-1,0,-436
38,17:17:37,-1,4,0,4,3,3,0,1,-1,0,-436
