id,time,dominance,pos,pos1,pos2,neg,neg1,neg2,f_p1,f_p2,hp1,hp2
0,14:22:44,-1,4,0,4,4,4,0,1,-1,0,-341
1,14:22:45,-1,4,0,4,3,3,0,1,-1,0,-341
2,14:22:46,-1,4,0,4,4,4,0,1,-1,0,-341
3,14:22:47,-1,3,0,3,4,4,0,1,-1,0,-341
4,14:22:48,-1,4,0,4,4,4,0,1,-1,0,-341
5,14:22:49,-1,4,0,4,3,3,0,1,-1,0,-341
6,14:22:50,-1,4,0,4,4,4,0,1,-1,0,-341
7,14:22:51,-1,3,0,3,4,4,0,1,-1,0,-341
8,14:22:52,-1,4,0,4,4,4,0,1,-1,0,-341
9,14:22:53,-1,4,0,4,3,3,0,1,-1,0,-341
10,14:22:54,-1,4,0,4,4,4,0,1,-1,0,-341
11,14:22:55,-1,3,0,3,4,4,0,1,-1,0,-341
12,14:22:56,-1,4,0,4,4,4,0,1,-1,0,-341
13,14:22:57,-1,4,0,4,3,3,0,1,-1,0,-341
14,14:22:58,-1,4,0,4,4,4,0,1,-1,0,-341
15,14:22:59,-1,3,0,3,4,4,0,1,-1,0,-341
16,14:23:00,-1,4,0,4,4,4,0,1,-1,0,-341
17,14:23:01,-1,4,0,4,3,3,0,1,-1,0,-341
18,14:23:02,-1,4,0,4,4,4,0,1,-1,0,-341
19,14:23:03,-1,3,0,3,4,4,0,1,-1,0,-341
20,14:23:04,-1,4,0,4,4,4,0,1,-1,0,-341
21,14:23:05,-1,4,0,4,3,3,0,1,-1,0,-341
22,14:23:06,-1,4,0,4,4,4,0,1,-1,0,-341
23,14:23:07,-1,3,0,3,4,4,0,1,-1,0,-341
24,14:23:08,-1,4,0,4,4,4,0,1,-1,0,-341
25,14:23:09,-1,4,0,4,3,3,0,1,-1,0,-341
26,14:23:10,-1,4,0,4,4,4,0,1,-1,0,-341
27,14:23:11,-1,3,0,3,4,4,0,1,-1,0,-341
28,14:23:12,-1,4,0,4,4,4,0,1,-1,0,-341
29,14:23:13,-1,4,0,4,3,3,0,1,-1,0,-341
30,14:23:14,-1,4,0,4,4,4,0,1,-1,0,-341
31,14:23:15,-1,3,0,3,4,4,0,1,-1,0,-341
32,14:23:16,-1,4,0,4,4,4,0,1,-1,0,-341
33,14:23:17,-1,4,0,4,3,3,0,1,-1,0,-341
34,14:23:18,-1,4,0,4,4,4,0,1,-1,0,-341
35,14:23:19,-1,3,0,3,4,4,0,1,-1,0,-341
36,14:23:20,-1,4,0,4,4,4,0,1,-1,0,-341
37,14:23:21,-1,4,0,4,3,3,0,1,-1,0,-341
38,14:23:22,-1,4,0,4,4,4,0,1,-1,0,-341
39,14:23:23,-1,3,0,3,4,4,0,1,-1,0,-341
40,14:23:24,-1,4,0,4,4,4,0,1,-1,0,-341
41,14:23:25,-1,4,0,4,3,3,0,1,-1,0,-341
42,14:23:26,-1,4,0,4,4,4,0,1,-1,0,-341
43,14:23:27,-1,3,0,3,4,4,0,1,-1,0,-341
44,14:23:28,-1,4,0,4,4,4,0,1,-1,0,-341
45,14:23:29,-1,4,0,4,3,3,0,1,-1,0,-341
46,14:23:30,-1,4,0,4,4,4,0,1,-1,0,-341
47,14:23:31,-1,3,0,3,4,4,0,1,-1,0,-341
48,14:23:32,-1,4,0,4,4,4,0,1,-1,0,-341
49,14:23:33,-1,4,0,4,3,3,0,1,-1,0,-341
50,14:23:34,-1,4,0,4,4,4,0,1,-1,0,-341
51,14:23:35,-1,3,0,3,4,4,0,1,-1,0,-341
52,14:23:36,-1,4,0,4,4,4,0,1,-1,0,-341
53,14:23:37,-1,4,0,4,3,3,0,1,-1,0,-341
54,14:23:38,-1,4,0,4,4,4,0,1,-1,0,-341
55,14:23:39,-1,3,0,3,4,4,0,1,-1,0,-341
56,14:23:40,-1,4,0,4,4,4,0,1,-1,0,-341
57,14:23:41,-1,4,0,4,3,3,0,1,-1,0,-341
58,14:23:42,-1,4,0,4,4,4,0,1,-1,0,-341
59,14:23:43,-1,3,0,3,4,4,0,1,-1,0,-341
60,14:23:44,-1,4,0,4,4,4,0,1,-1,0,-341
61,14:23:45,-1,4,0,4,3,3,0,1,-1,0,-341
62,14:23:46,-1,4,0,4,4,4,0,1,-1,0,-341
63,14:23:47,-1,3,0,3,4,4,0,1,-1,0,-341
64,14:23:48,-1,4,0,4,4,4,0,1,-1,0,-341
65,14:23:49,-1,4,0,4,3,3,0,1,-1,0,-341
66,14:23:50,-1,4,0,4,4,4,0,1,-1,0,-341
67,14:23:51,-1,3,0,3,4,4,0,1,-1,0,-341
68,14:23:52,-1,4,0,4,4,4,0,1,-1,0,-341
69,14:23:53,-1,4,0,4,3,3,0,1,-1,0,-341
70,14:23:54,-1,4,0,4,4,4,0,1,-1,0,-341
71,14:23:55,-1,3,0,3,4,4,0,1,-1,0,-341
72,14:23:56,-1,4,0,4,4,4,0,1,-1,0,-341
73,14:23:57,-1,4,0,4,3,3,0,1,-1,0,-341
74,14:23:58,-1,4,0,4,4,4,0,1,-1,0,-341
75,14:23:59,-1,3,0,3,4,4,0,1,-1,0,-341
76,14:24:00,-1,4,0,4,4,4,0,1,-1,0,-341
77,14:24:01,-1,4,0,4,3,3,0,1,-1,0,-341
78,14:24:02,-1,4,0,4,4,4,0,1,-1,0,-341
79,14:24:03,-1,3,0,3,4,4,0,1,-1,0,-341
80,14:24:04,-1,4,0,4,4,4,0,1,-1,0,-341
81,14:24:05,-1,4,0,4,3,3,0,1,-1,0,-341
82,14:24:06,-1,4,0,4,4,4,0,1,-1,0,-341
83,14:24:07,-1,3,0,3,4,4,0,1,-1,0,-341
84,14:24:08,-1,4,0,4,4,4,0,1,-1,0,-341
85,14:24:09,-1,4,0,4,3,3,0,1,-1,0,-341
86,14:24:10,-1,4,0,4,4,4,0,1,-1,0,-341
87,14:24:11,-1,3,0,3,4,4,0,1,-1,0,-341
88,14:24:12,-1,4,0,4,4,4,0,1,-1,0,-341
89,14:24:13,-1,4,0,4,3,3,0,1,-1,0,-341
90,14:24:14,-1,4,0,4,4,4,0,1,-1,0,-341
91,14:24:15,-1,3,0,3,4,4,0,1,-1,0,-341
92,14:24:16,-1,4,0,4,4,4,0,1,-1,0,-341
93,14:24:17,-1,4,0,4,3,3,0,1,-1,0,-341
94,14:24:18,-1,4,0,4,4,4,0,1,-1,0,-341
95,14:24:19,-1,3,0,3,4,4,0,1,-1,0,-341
96,14:24:20,-1,4,0,4,4,4,0,1,-1,0,-341
97,14:24:21,-1,4,0,4,3,3,0,1,-1,0,-341
98,14:24:22,-1,4,0,4,4,4,0,1,-1,0,-341
99,14:24:23,-1,3,0,3,4,4,0,1,-1,0,-341
100,14:24:24,-1,4,0,4,4,4,0,1,-1,0,-341
101,14:24:25,-1,4,0,4,3,3,0,1,-1,0,-341
102,14:24:26,-1,4,0,4,4,4,0,1,-1,0,-341
103,14:24:27,-1,3,0,3,4,4,0,1,-1,0,-341
104,14:24:28,-1,4,0,4,4,4,0,1,-1,0,-341
105,14:24:29,-1,4,0,4,3,3,0,1,-1,0,-341
106,14:24:30,-1,4,0,4,4,4,0,1,-1,0,-341
107,14:24:31,-1,3,0,3,4,4,0,1,-1,0,-341
108,14:24:32,-1,4,0,4,4,4,0,1,-1,0,-341
109,14:24:33,-1,4,0,4,3,3,0,1,-1,0,-341
110,14:24:34,-1,4,0,4,4,4,0,1,-1,0,-341
111,14:24:35,-1,3,0,3,4,4,0,1,-1,0,-341
