id,time,user,msg
0,22:13:02,ligoligo12,p1+: fighting
3,22:13:04,ligoligo12,p1+: fighting
5,22:13:06,ligoligo12,p1+: fighting
7,22:13:09,ligoligo12,p1+: fighting
10,22:13:12,ligoligo12,p1+: fighting
21,22:13:22,ligoligo12,p1+: fighting
25,22:13:26,ligoligo12,p1+: fighting
34,22:13:36,ligoligo12,p2-
37,22:13:39,ligoligo12,p2-
98,22:14:39,icelabuki,p1+
99,22:14:41,icelabuki,p1+p2+
101,22:14:42,icelabuki,p1+p2p+1
102,22:14:44,icelabuki,p1+
106,22:14:48,icelabuki,p1+p2-
119,22:15:01,icelabuki,p1+p2-sd
121,22:15:02,icelabuki,p1+p2-sdadsad
122,22:15:04,icelabuki,p1+p2-vvxccvcx
127,22:15:09,icelabuki,p1+p2-fawcxcdfbdfb
130,22:15:12,icelabuki,p1+p2-rtygfhhh
137,22:15:19,icelabuki,p1+p2-,bliujmn,mb
142,22:15:24,ligoligo12,p1+ p2-
155,22:15:37,ligoligo12,p1+ p2-
157,22:15:39,icelabuki,p1+p2-
158,22:15:40,icelabuki,p1+p2-p1+p2-p1+p2-p1+p2-
160,22:15:42,icelabuki,p1+p2-p1+p2-p1+p2-
162,22:15:44,icelabuki,p1+
164,22:15:46,icelabuki,p1+p1+p1+
165,22:15:47,icelabuki,p1+p1+
166,22:15:48,icelabuki,p1+p1+p1+
167,22:15:49,icelabuki,p1+p1+p1+p1+p1+p1+
168,22:15:50,icelabuki,p1+p1+
170,22:15:52,icelabuki,p1+p1+p1+p1+p1+p1+p1+
172,22:15:54,icelabuki,p1+p1+p1+
173,22:15:55,icelabuki,p1+p1+
175,22:15:56,icelabuki,p1+p1+p1+p1+
176,22:15:58,icelabuki,p1+p1+p1+
177,22:15:59,icelabuki,p1+p1+
179,22:16:01,icelabuki,p1+
181,22:16:03,icelabuki,p1+p1+p1+
182,22:16:04,icelabuki,p1+
183,22:16:05,icelabuki,p1+p1+
184,22:16:06,icelabuki,p1+
186,22:16:08,icelabuki,p1+p1+p1+
187,22:16:09,icelabuki,p1+p1+p1+p1+
188,22:16:10,icelabuki,p1+p1+p1+p1+p1+p1+
235,22:16:57,ligoligo12,p1+ p2-
235,22:16:57,ligoligo12,p1+ p2-
235,22:16:57,ligoligo12,p1+ p2-
236,22:16:58,ligoligo12,p1+ p2-
240,22:17:02,ligoligo12,p1+ p2-
240,22:17:02,ligoligo12,p1+ p2-
241,22:17:03,ligoligo12,p1+ p2-
241,22:17:03,ligoligo12,p1+ p2-
244,22:17:06,ligoligo12,p1+ p2-
253,22:17:15,ligoligo12,p1+ p2-
253,22:17:15,ligoligo12,p1+ p2-
253,22:17:15,ligoligo12,p1+ p2-
254,22:17:16,ligoligo12,p1+ p2-
254,22:17:16,ligoligo12,p1+ p2-
