id,time,dominance,pos,pos1,pos2,neg,neg1,neg2,f_p1,f_p2,hp1,hp2
0,14:50:30,1,1,1,0,0,0,0,-1,1,-129,-115
1,14:50:31,1,1,1,0,0,0,0,-1,1,-129,-115
2,14:50:32,1,1,1,0,0,0,0,-1,1,-129,-115
3,14:50:33,1,1,1,0,0,0,0,-1,1,-129,-115
4,14:50:34,1,1,1,0,0,0,0,-1,1,-129,-115
5,14:50:35,1,1,1,0,0,0,0,-1,1,-129,-115
6,14:50:36,1,1,1,0,0,0,0,-1,1,-129,-115
7,14:50:37,1,1,1,0,0,0,0,-1,1,-129,-115
8,14:50:38,1,1,1,0,0,0,0,-1,1,-129,-115
9,14:50:39,1,1,1,0,0,0,0,-1,1,-129,-115
10,14:50:40,1,1,1,0,0,0,0,-1,1,-129,-115
11,14:50:41,1,1,1,0,0,0,0,-1,1,-129,-115
12,14:50:42,1,1,1,0,0,0,0,-1,1,-129,-115
13,14:50:43,1,1,1,0,0,0,0,-1,1,-129,-115
14,14:50:44,1,1,1,0,0,0,0,-1,1,-129,-115
15,14:50:45,0,0,0,0,0,0,0,0,0,-129,-115
16,14:50:46,0,0,0,0,0,0,0,0,0,-129,-115
17,14:50:47,0,0,0,0,0,0,0,0,0,-129,-115
18,14:50:48,0,0,0,0,0,0,0,0,0,-129,-115
19,14:50:49,0,0,0,0,0,0,0,0,0,-129,-115
20,14:50:50,0,0,0,0,0,0,0,0,0,-129,-115
21,14:50:51,0,0,0,0,0,0,0,0,0,-129,-115
22,14:50:52,0,0,0,0,0,0,0,0,0,-129,-115
23,14:50:53,0,0,0,0,0,0,0,0,0,-129,-115
24,14:50:54,0,0,0,0,0,0,0,0,0,-129,-115
25,14:50:55,0,0,0,0,0,0,0,0,0,-129,-115
26,14:50:56,0,0,0,0,0,0,0,0,0,-129,-115
27,14:50:57,0,0,0,0,0,0,0,0,0,-129,-115
28,14:50:58,0,0,0,0,0,0,0,0,0,-129,-115
29,14:50:59,0,0,0,0,0,0,0,0,0,-129,-115
30,14:51:00,0,0,0,0,0,0,0,0,0,-129,-115
31,14:51:01,0,0,0,0,0,0,0,0,0,-129,-115
32,14:51:02,0,0,0,0,0,0,0,0,0,-129,-115
33,14:51:03,0,0,0,0,0,0,0,0,0,-129,-115
34,14:51:04,0,0,0,0,0,0,0,0,0,-129,-115
35,14:51:05,0,0,0,0,0,0,0,0,0,-129,-115
36,14:51:06,0,0,0,0,0,0,0,0,0,-129,-115
37,14:51:07,0,0,0,0,0,0,0,0,0,-129,-115
38,14:51:08,0,0,0,0,0,0,0,0,0,-129,-115
39,14:51:09,0,0,0,0,0,0,0,0,0,-129,-115
40,14:51:10,0,0,0,0,0,0,0,0,0,-129,-115
41,14:51:11,0,0,0,0,0,0,0,0,0,-129,-115
42,14:51:12,0,0,0,0,0,0,0,0,0,-129,-115
43,14:51:13,0,0,0,0,0,0,0,0,0,-129,-115
44,14:51:14,0,0,0,0,0,0,0,0,0,-129,-115
45,14:51:15,0,0,0,0,0,0,0,0,0,-129,-115
46,14:51:16,0,0,0,0,0,0,0,0,0,-129,-115
47,14:51:17,0,0,0,0,0,0,0,0,0,-129,-115
48,14:51:18,0,0,0,0,0,0,0,0,0,-129,-115
49,14:51:19,0,0,0,0,0,0,0,0,0,-129,-115
50,14:51:20,0,0,0,0,0,0,0,0,0,-129,-115
51,14:51:21,0,0,0,0,0,0,0,0,0,-129,-115
52,14:51:22,0,0,0,0,0,0,0,0,0,-129,-115
53,14:51:23,0,0,0,0,0,0,0,0,0,-129,-115
54,14:51:24,0,0,0,0,0,0,0,0,0,-129,-115
55,14:51:25,0,0,0,0,0,0,0,0,0,-129,-115
56,14:51:26,0,0,0,0,0,0,0,0,0,-129,-115
57,14:51:27,0,0,0,0,0,0,0,0,0,-129,-115
58,14:51:28,0,0,0,0,0,0,0,0,0,-129,-115
59,14:51:29,0,0,0,0,0,0,0,0,0,-129,-115
60,14:51:30,0,0,0,0,0,0,0,0,0,-129,-115
61,14:51:31,0,0,0,0,0,0,0,0,0,-129,-115
62,14:51:32,0,0,0,0,0,0,0,0,0,-129,-115
63,14:51:33,0,0,0,0,0,0,0,0,0,-129,-115
64,14:51:34,0,0,0,0,0,0,0,0,0,-129,-115
65,14:51:35,0,0,0,0,0,0,0,0,0,-129,-115
66,14:51:36,0,0,0,0,0,0,0,0,0,-129,-115
67,14:51:37,0,0,0,0,0,0,0,0,0,-129,-115
68,14:51:38,0,0,0,0,0,0,0,0,0,-129,-115
69,14:51:39,0,0,0,0,0,0,0,0,0,-129,-115
70,14:51:40,0,0,0,0,0,0,0,0,0,-129,-115
71,14:51:41,0,0,0,0,0,0,0,0,0,-129,-115
72,14:51:42,0,0,0,0,0,0,0,0,0,-129,-115
73,14:51:43,0,0,0,0,0,0,0,0,0,-129,-115
74,14:51:44,0,0,0,0,0,0,0,0,0,-129,-115
75,14:51:45,0,0,0,0,0,0,0,0,0,-129,-115
76,14:51:46,0,0,0,0,0,0,0,0,0,-129,-115
77,14:51:47,0,0,0,0,0,0,0,0,0,-129,-115
78,14:51:48,0,0,0,0,0,0,0,0,0,-129,-115
79,14:51:49,0,0,0,0,0,0,0,0,0,-129,-115
80,14:51:50,0,0,0,0,0,0,0,0,0,-129,-115
81,14:51:51,0,0,0,0,0,0,0,0,0,-129,-115
82,14:51:52,0,0,0,0,0,0,0,0,0,-129,-115
83,14:51:53,0,0,0,0,0,0,0,0,0,-129,-115
84,14:51:54,0,0,0,0,0,0,0,0,0,-129,-115
85,14:51:55,0,0,0,0,0,0,0,0,0,-129,-115
86,14:51:56,0,0,0,0,0,0,0,0,0,-129,-115
87,14:51:57,0,0,0,0,0,0,0,0,0,-129,-115
88,14:51:58,0,0,0,0,0,0,0,0,0,-129,-115
89,14:51:59,0,0,0,0,0,0,0,0,0,-129,-115
90,14:52:00,0,0,0,0,0,0,0,0,0,-129,-115
91,14:52:01,0,0,0,0,0,0,0,0,0,-129,-115
92,14:52:02,0,0,0,0,0,0,0,0,0,-129,-115
93,14:52:03,0,0,0,0,0,0,0,0,0,-129,-115
94,14:52:04,0,0,0,0,0,0,0,0,0,-129,-115
95,14:52:05,0,0,0,0,0,0,0,0,0,-129,-115
96,14:52:06,0,0,0,0,0,0,0,0,0,-129,-115
97,14:52:07,0,0,0,0,0,0,0,0,0,-129,-115
98,14:52:08,0,0,0,0,0,0,0,0,0,-129,-115
99,14:52:09,0,0,0,0,0,0,0,0,0,-129,-115
100,14:52:10,0,0,0,0,0,0,0,0,0,-129,-115
101,14:52:11,0,0,0,0,0,0,0,0,0,-129,-115
102,14:52:12,0,0,0,0,0,0,0,0,0,-129,-115
103,14:52:13,0,0,0,0,0,0,0,0,0,-129,-115
104,14:52:14,0,0,0,0,0,0,0,0,0,-129,-115
105,14:52:15,0,0,0,0,0,0,0,0,0,-129,-115
106,14:52:16,0,0,0,0,0,0,0,0,0,-129,-115
107,14:52:17,0,0,0,0,0,0,0,0,0,-129,-115
108,14:52:18,0,0,0,0,0,0,0,0,0,-129,-115
109,14:52:19,0,0,0,0,0,0,0,0,0,-129,-115
110,14:52:20,0,0,0,0,0,0,0,0,0,-129,-115
111,14:52:21,0,0,0,0,0,0,0,0,0,-129,-115
112,14:52:22,0,0,0,0,0,0,0,0,0,-129,-115
113,14:52:23,0,0,0,0,0,0,0,0,0,-129,-115
114,14:52:24,0,0,0,0,0,0,0,0,0,-129,-115
115,14:52:25,0,0,0,0,0,0,0,0,0,-129,-115
116,14:52:26,0,0,0,0,0,0,0,0,0,-129,-115
117,14:52:27,0,0,0,0,0,0,0,0,0,-129,-115
118,14:52:28,0,0,0,0,0,0,0,0,0,-129,-115
119,14:52:29,0,0,0,0,0,0,0,0,0,-129,-115
120,14:52:30,0,0,0,0,0,0,0,0,0,-129,-115
121,14:52:31,0,0,0,0,0,0,0,0,0,-129,-115
122,14:52:32,0,0,0,0,0,0,0,0,0,-129,-115
123,14:52:33,0,0,0,0,0,0,0,0,0,-129,-115
124,14:52:34,0,0,0,0,0,0,0,0,0,-129,-115
125,14:52:35,0,0,0,0,0,0,0,0,0,-129,-115
126,14:52:36,0,0,0,0,0,0,0,0,0,-129,-115
127,14:52:37,0,0,0,0,0,0,0,0,0,-129,-115
128,14:52:38,0,0,0,0,0,0,0,0,0,-129,-115
129,14:52:39,0,0,0,0,0,0,0,0,0,-129,-115
130,14:52:40,0,0,0,0,0,0,0,0,0,-129,-115
131,14:52:41,0,0,0,0,0,0,0,0,0,-129,-115
132,14:52:42,0,0,0,0,0,0,0,0,0,-129,-115
133,14:52:43,0,0,0,0,0,0,0,0,0,-129,-115
134,14:52:44,0,0,0,0,0,0,0,0,0,-129,-115
135,14:52:45,0,0,0,0,0,0,0,0,0,-129,-115
136,14:52:46,0,0,0,0,0,0,0,0,0,-129,-115
137,14:52:47,0,0,0,0,0,0,0,0,0,-129,-115
138,14:52:48,0,0,0,0,0,0,0,0,0,-129,-115
139,14:52:49,0,0,0,0,0,0,0,0,0,-129,-115
140,14:52:50,0,0,0,0,0,0,0,0,0,-129,-115
141,14:52:51,0,0,0,0,0,0,0,0,0,-129,-115
142,14:52:52,0,0,0,0,0,0,0,0,0,-129,-115
143,14:52:53,0,0,0,0,0,0,0,0,0,-129,-115
144,14:52:54,0,0,0,0,0,0,0,0,0,-129,-115
145,14:52:55,0,0,0,0,0,0,0,0,0,-129,-115
146,14:52:56,0,0,0,0,0,0,0,0,0,-129,-115
